image,config,CL,Q_BRISQUE,Q_NIQE
025.png,w/o Rich teacher,0.1,39.15899658203125,4.262163427862874
025.png,w/o trajectory selection,0.1,39.15899658203125,4.262163427862874
025.png,w/o QAT (post-quant),0.1,39.15899658203125,4.262163427862874
025.png,Full (DT--QAT),1.654164242165482,34.494140625,3.7318867316316653
026.png,w/o Rich teacher,2.774954922181467,29.82379150390625,3.1633867240263944
026.png,w/o trajectory selection,0.5030007069071506,33.29022216796875,3.7735270750721583
026.png,w/o QAT (post-quant),2.868729935734758,29.80230712890625,3.1502618692087463
026.png,Full (DT--QAT),3.77846047707194,29.408935546875,3.102560918337433
027.png,w/o Rich teacher,6.813946305343681,29.05548095703125,3.077801011985314
027.png,w/o trajectory selection,7.639697919022667,28.71044921875,3.0624134397761975
027.png,w/o QAT (post-quant),10.434088987518345,27.9185791015625,3.0067225127985178
027.png,Full (DT--QAT),8.15317841678706,28.6092529296875,3.0559381600583158
028.png,w/o Rich teacher,6.54556647028468,27.34490966796875,3.1678456001260398
028.png,w/o trajectory selection,6.585612025736752,27.36419677734375,3.1586672924572783
028.png,w/o QAT (post-quant),7.406412261003396,26.93951416015625,3.134929041780204
028.png,Full (DT--QAT),6.49746701979455,27.3939208984375,3.166990512455701
029.png,w/o Rich teacher,1.9258180203511293,31.3221435546875,3.43708947871517
029.png,w/o trajectory selection,4.269755317205323,28.45599365234375,3.0346753504275705
029.png,w/o QAT (post-quant),4.1172222793699955,28.56939697265625,3.033754617584483
029.png,Full (DT--QAT),3.42007447242142,29.04296875,3.1177694037441968
030.png,w/o Rich teacher,3.070721715593778,31.6552734375,3.188222869636859
030.png,w/o trajectory selection,3.691948556499231,31.48126220703125,3.150562223109906
030.png,w/o QAT (post-quant),1.1508181461347724,33.60595703125,3.4175179367126733
030.png,Full (DT--QAT),3.0214468854726233,31.72650146484375,3.1897161852648552
031.png,w/o Rich teacher,6.8464440207319175,27.34814453125,3.0462667991374888
031.png,w/o trajectory selection,6.503990842521646,27.44879150390625,3.059157214525131
031.png,w/o QAT (post-quant),7.1871358853515215,27.2451171875,3.044716173772976
031.png,Full (DT--QAT),6.527812230656609,27.30572509765625,3.051332875629245
032.png,w/o Rich teacher,0.1,46.80633544921875,4.481905098579683
032.png,w/o trajectory selection,0.1,46.80633544921875,4.481905098579683
032.png,w/o QAT (post-quant),0.1,46.80633544921875,4.481905098579683
032.png,Full (DT--QAT),1.1217591238124145,41.54888916015625,3.895280755860425
033.png,w/o Rich teacher,5.017768343397432,26.92584228515625,3.173506381778254
033.png,w/o trajectory selection,5.186437480733448,26.85174560546875,3.1702715468902682
